year,state,ObesityPercent,NoLeisureActivityPercent
2012,Wisconsin,40.43,37.37
2011,Wisconsin,25.35,33.99
2012,Wisconsin,35.76,17.79
2011,Wisconsin,40.03,45.16
2012,Wisconsin,21.15,37.14
2012,Wisconsin,20.4,32.13
2011,Wisconsin,23.65,11.5
2011,Wisconsin,31.07,49.52
2011,Wisconsin,34.95,35.33
2012,Wisconsin,21.65,12.29
2011,Wisconsin,35.76,28.53
2012,Wisconsin,20.2,13.28
2012,Wisconsin,38.55,12.71
2012,Wisconsin,32.05,34.22
2012,Wisconsin,27.88,35.96
2012,Wisconsin,29.71,23.27
2012,Wisconsin,25.7,28.35
2012,Wisconsin,26.82,47.21
2012,Wisconsin,27.76,45.6
2011,Wisconsin,21.36,28.73
2012,Wisconsin,34.06,17.31
2011,Wisconsin,32.32,23.65
2012,Wisconsin,30.87,11.71
2012,Wisconsin,31.78,16.69
2011,Wisconsin,20.2,46.38
2011,Wisconsin,42.04,11.95
2011,Wisconsin,44.42,14.83
2012,Wisconsin,25.39,41.03
2011,Wisconsin,39.7,15.05
2011,Wisconsin,27.65,10.24
2011,Wisconsin,42.93,22.38
2012,Wisconsin,33.76,35.86
2012,Wisconsin,25.14,25.37
2012,Wisconsin,35.75,38.15
2012,Wisconsin,39.38,19.07
2012,Wisconsin,35.35,10.87
2012,Wisconsin,36.44,14.07
2011,Wisconsin,44.14,18.52
2011,Wisconsin,37.1,10.26
2012,Wisconsin,32.59,33.65
2012,Wisconsin,32.11,27.16
2011,Wisconsin,39.41,40.22
2011,Wisconsin,39.4,39.88
2012,Wisconsin,24.79,26.57
2012,Wisconsin,31.2,20.38
2011,Wisconsin,44.71,16.15
2012,Wisconsin,21.59,11.36
2012,Wisconsin,34.91,45.28
2012,Wisconsin,43.22,10.33
2011,Wisconsin,40.42,38.71
2011,Wisconsin,24.22,38.69
2011,Wisconsin,38.78,20.76
2012,Wisconsin,36.98,29.56
2012,Wisconsin,43.18,24.58
2012,Wisconsin,22.29,49.42
2011,Wisconsin,20.46,17.7
2011,Wisconsin,34.59,21.16
2012,Wisconsin,28.04,30.25
2011,Wisconsin,33.79,23.82
2012,Wisconsin,22.66,24.41
2012,Wisconsin,26.01,28.02
2011,Wisconsin,39.67,25.58
2011,Wisconsin,34.56,31.6
2011,Wisconsin,40.88,40.73
2011,Wisconsin,21.27,47.05
2012,Wisconsin,25.51,36.59
2012,Wisconsin,26.89,39.67
2011,Wisconsin,20.72,16.83
2012,Wisconsin,21.0,49.26
2012,Wisconsin,31.86,16.82
2012,Wisconsin,30.42,35.33
2012,Wisconsin,43.07,23.59
2011,Wisconsin,38.88,49.83
2011,Wisconsin,23.8,25.76
2011,Wisconsin,44.33,38.41
2012,Wisconsin,21.38,48.47
2011,Wisconsin,22.61,47.55
2011,Wisconsin,44.92,12.91
2011,Wisconsin,21.08,27.4
2011,Wisconsin,34.83,33.44
2011,Wisconsin,38.37,35.27
2012,Wisconsin,21.3,47.77
2011,Wisconsin,40.69,46.75
2012,Wisconsin,38.77,11.46
2011,Wisconsin,28.69,30.92
2012,Wisconsin,28.06,43.43
2011,Wisconsin,22.69,43.3
2012,Wisconsin,32.9,11.63
2011,Wisconsin,29.46,32.85
2012,Wisconsin,40.68,16.59
2012,Wisconsin,29.92,49.68
2011,Wisconsin,31.63,44.24
2012,Wisconsin,42.37,44.43
2011,Wisconsin,30.16,33.26
2012,Wisconsin,27.21,37.71
2012,Wisconsin,32.89,46.53
2011,Wisconsin,41.64,46.34
2011,Wisconsin,33.4,26.18
2011,Wisconsin,20.43,14.93
2012,Wisconsin,20.14,48.53
2012,Wisconsin,38.2,14.99
2012,Wisconsin,30.63,36.43
2012,Wisconsin,34.0,23.8
2011,Wisconsin,32.95,23.72
2012,Wisconsin,27.62,43.56
2012,Wisconsin,37.91,31.51
2011,Wisconsin,32.03,19.55
2011,Wisconsin,26.22,30.19
2011,Wisconsin,23.68,49.98
2012,Wisconsin,28.86,14.06
2012,Wisconsin,41.58,22.34
2011,Wisconsin,41.63,18.73
2011,Wisconsin,32.48,12.17
2012,Wisconsin,31.2,21.06
2011,Wisconsin,44.19,16.3
2012,Wisconsin,28.28,39.54
2012,Wisconsin,31.17,29.36
2011,Wisconsin,41.64,44.67
2011,Wisconsin,30.84,10.7
2011,Wisconsin,39.46,35.93
2012,Wisconsin,41.75,24.53
2011,Wisconsin,31.57,35.57
2011,Wisconsin,27.65,15.23
2011,Wisconsin,38.91,48.26
2012,Wisconsin,37.98,48.63
2012,Wisconsin,32.04,22.77
2011,Wisconsin,23.04,45.7
2012,Wisconsin,34.29,19.43
2011,Wisconsin,29.81,43.6
2012,Wisconsin,26.99,13.49
2011,Wisconsin,24.9,39.48
2012,Wisconsin,20.4,45.85
2011,Wisconsin,21.66,42.42
2011,Wisconsin,31.87,37.3
2012,Wisconsin,35.15,37.27
2011,Wisconsin,31.19,30.23
2012,Wisconsin,25.24,29.41
2012,Wisconsin,42.39,38.38
2011,Wisconsin,32.84,39.17
2011,Wisconsin,38.6,23.19
2012,Wisconsin,43.01,47.44
2012,Wisconsin,24.81,36.54
2012,Wisconsin,40.79,27.49
2012,Wisconsin,22.27,13.46
2012,Wisconsin,24.67,27.42
2011,Wisconsin,34.87,35.52
2012,Wisconsin,21.46,24.97
2011,Wisconsin,43.66,49.99
2012,Wisconsin,31.88,18.93
2012,Wisconsin,40.71,17.81
2012,Wisconsin,44.75,15.97
2011,Wisconsin,32.43,34.76
2012,Wisconsin,44.53,14.59
2011,Wisconsin,37.15,22.79
2012,Wisconsin,41.83,29.57
2011,Wisconsin,20.01,49.66
2012,Wisconsin,22.11,30.48
2012,Wisconsin,36.81,29.35
2012,Wisconsin,41.62,38.21
2012,Wisconsin,25.73,36.41
2012,Wisconsin,20.79,18.8
2011,Wisconsin,40.71,15.34
2012,Wisconsin,33.62,13.56
2011,Wisconsin,25.22,21.04
2012,Wisconsin,44.35,15.92
2011,Wisconsin,25.84,33.16
2011,Wisconsin,39.91,33.78
2012,Wisconsin,29.4,49.52
2011,Wisconsin,26.88,21.61
2011,Wisconsin,43.86,18.97
2011,Wisconsin,27.84,39.39
2012,Wisconsin,25.79,19.26
2011,Wisconsin,37.54,23.69
2012,Wisconsin,42.54,22.69
2012,Wisconsin,40.81,31.83
2011,Wisconsin,43.56,12.53
2012,Wisconsin,38.11,20.52
2012,Wisconsin,29.8,19.93
2012,Wisconsin,38.97,44.42
2011,Wisconsin,43.21,47.32
2012,Wisconsin,43.93,11.85
2012,Wisconsin,28.96,45.74
2011,Wisconsin,23.94,27.28
2012,Wisconsin,40.1,10.08
2011,Wisconsin,39.13,47.51
2011,Wisconsin,21.23,32.87
2012,Wisconsin,26.21,39.29
2012,Wisconsin,27.78,29.78
2011,Wisconsin,41.75,36.21
2011,Wisconsin,36.8,44.99
2012,Wisconsin,31.82,47.88
2012,Wisconsin,43.75,38.35
2011,Wisconsin,44.08,17.91
2011,Wisconsin,35.44,33.81
2011,Wisconsin,30.42,47.48
2011,Wisconsin,43.26,46.7
2012,Wisconsin,28.92,35.21
2011,Wisconsin,27.3,31.34
2012,Wisconsin,42.09,15.38
2012,Wisconsin,25.15,44.69
2011,Wisconsin,41.35,41.51
2011,Wisconsin,39.74,49.81
2012,Wisconsin,25.92,12.62
2011,Wisconsin,28.2,21.06
2011,Wisconsin,32.88,35.45
2011,Wisconsin,24.39,47.4
2012,Wisconsin,21.49,22.78
2011,Wisconsin,22.62,15.33
2011,Wisconsin,35.14,17.44
2011,Wisconsin,41.38,20.6
2011,Wisconsin,27.21,47.85
2012,Wisconsin,29.38,21.66
2012,Wisconsin,40.2,23.17
2012,Wisconsin,39.81,28.49
2012,Wisconsin,23.65,41.16
2012,Wisconsin,38.05,23.74
2011,Wisconsin,40.54,35.83
2011,Wisconsin,23.18,25.4
2011,Wisconsin,43.66,30.59
2011,Wisconsin,36.13,39.9
2011,Wisconsin,40.78,19.89
2012,Wisconsin,22.11,37.65
2011,Wisconsin,32.41,48.69
2012,Wisconsin,27.88,44.13
2012,Wisconsin,22.88,19.92
2012,Wisconsin,37.44,26.51
2011,Wisconsin,42.25,19.47
2012,Wisconsin,37.78,29.81
2012,Wisconsin,29.87,19.63
2011,Wisconsin,40.95,45.27
2011,Wisconsin,39.91,21.57
2011,Wisconsin,43.54,38.92
2011,Wisconsin,26.3,28.24
2011,Wisconsin,42.69,14.62
2011,Wisconsin,23.09,48.16
2012,Wisconsin,23.23,26.51
2011,Wisconsin,34.35,36.98
2011,Wisconsin,24.0,12.25
2011,Wisconsin,28.81,16.05
2011,Wisconsin,39.95,36.63
2012,Wisconsin,42.39,39.02
2011,Wisconsin,22.79,48.71
2011,Wisconsin,28.93,27.47
2012,Wisconsin,28.98,31.96
2012,Wisconsin,31.83,26.91
2011,Wisconsin,44.52,43.96
2012,Wisconsin,43.52,17.0
2011,Wisconsin,20.89,44.64
2012,Wisconsin,36.49,27.85
2012,Wisconsin,44.0,34.61
2012,Wisconsin,29.04,39.93
2011,Wisconsin,33.21,37.89
2012,Wisconsin,24.39,17.46
2012,Wisconsin,33.84,37.4
2011,Wisconsin,41.75,22.74
2012,Wisconsin,34.88,10.28
2012,Wisconsin,44.74,45.11
2012,Wisconsin,38.65,11.31
2011,Wisconsin,33.64,36.32
2011,Wisconsin,43.54,30.68
2012,Wisconsin,32.59,31.3
2011,Wisconsin,28.94,30.18
2012,Wisconsin,30.84,11.72
2011,Wisconsin,20.36,32.48
2012,Wisconsin,42.13,17.65
2011,Wisconsin,24.71,48.92
2012,Wisconsin,32.56,33.43
2012,Wisconsin,24.98,17.5
2011,Wisconsin,38.31,11.04
2011,Wisconsin,28.58,27.92
2012,Wisconsin,30.5,28.84
2011,Wisconsin,38.76,32.95
2011,Wisconsin,36.59,21.32
2012,Wisconsin,39.24,33.42
2012,Wisconsin,22.48,22.08
2012,Wisconsin,40.69,27.63
2011,Wisconsin,44.0,41.99
2011,Wisconsin,38.13,10.8
2012,Wisconsin,27.21,28.33
2011,Wisconsin,31.89,20.82
2012,Wisconsin,39.7,36.52
2012,Wisconsin,39.81,13.55
2012,Wisconsin,32.98,38.46
2012,Wisconsin,28.86,26.6
2011,Wisconsin,42.96,31.95
2011,Wisconsin,40.77,29.64
2011,Wisconsin,34.17,22.83
2011,Wisconsin,28.34,43.58
2011,Wisconsin,24.11,40.28
2011,Wisconsin,24.1,19.13
2011,Wisconsin,30.14,23.32
2011,Wisconsin,32.93,15.1
2011,Wisconsin,28.74,34.41
2012,Wisconsin,42.69,39.0
2012,Wisconsin,32.04,35.43
2012,Wisconsin,42.37,43.57
2012,Wisconsin,38.43,42.8
2012,Wisconsin,24.22,20.62
2011,Wisconsin,39.17,23.37
2011,Wisconsin,34.36,13.39
2011,Wisconsin,44.06,25.72
2011,Wisconsin,42.46,17.45
2011,Wisconsin,33.54,30.74
2012,Wisconsin,27.73,27.8
2012,Wisconsin,36.03,14.61
2011,Wisconsin,22.89,27.59
2011,Wisconsin,28.58,41.87
2011,Wisconsin,22.87,19.18
2012,Wisconsin,20.2,23.76
2011,Wisconsin,25.47,28.78
2011,Wisconsin,32.06,32.08
2011,Wisconsin,21.1,10.36
2012,Wisconsin,40.0,11.83
2011,Wisconsin,44.54,44.53
2012,Wisconsin,35.95,13.57
2012,Wisconsin,43.9,15.75
2012,Wisconsin,27.96,16.19
2011,Wisconsin,33.9,14.59
2011,Wisconsin,22.18,48.88
2011,Wisconsin,44.82,38.81
2011,Wisconsin,22.61,38.47
2011,Wisconsin,37.62,19.77
2012,Wisconsin,23.65,26.4
2012,Wisconsin,39.48,41.67
2011,Wisconsin,25.44,10.47
2012,Wisconsin,39.88,37.09
2012,Wisconsin,21.45,16.4
2012,Wisconsin,25.4,46.2
2011,Wisconsin,21.14,22.24
2011,Wisconsin,30.39,48.81
2012,Wisconsin,35.62,10.84
2011,Wisconsin,32.77,28.15
2012,Wisconsin,43.96,38.96
2011,Wisconsin,42.12,31.89
2012,Wisconsin,26.67,48.36
2011,Wisconsin,34.11,38.67
2011,Wisconsin,38.47,38.14
2012,Wisconsin,21.39,38.2
2012,Wisconsin,26.17,34.7
2012,Wisconsin,32.34,19.86
2012,Wisconsin,33.05,45.88
2011,Wisconsin,40.57,18.85
2012,Wisconsin,43.45,14.16
2012,Wisconsin,23.36,13.28
2012,Wisconsin,33.54,26.6
2011,Wisconsin,24.86,44.56
2012,Wisconsin,23.53,34.18
2011,Wisconsin,26.59,22.9
2011,Wisconsin,41.9,40.64
2012,Wisconsin,33.7,34.4
2011,Wisconsin,38.19,34.68
2011,Wisconsin,22.28,41.54
2012,Wisconsin,25.06,29.93
2011,Wisconsin,42.8,37.13
2011,Wisconsin,20.92,31.27
2012,Wisconsin,35.84,46.01
2012,Wisconsin,24.53,38.59
2011,Wisconsin,42.34,12.42
2012,Wisconsin,20.19,38.02
2012,Wisconsin,39.23,46.16
2011,Wisconsin,40.38,17.38
2011,Wisconsin,24.49,45.59
2011,Wisconsin,20.31,44.1
2011,Wisconsin,21.69,33.81
2011,Wisconsin,21.89,30.43
2012,Wisconsin,20.47,15.88
2012,Wisconsin,39.18,40.05
2012,Wisconsin,33.3,29.16
2012,Wisconsin,42.43,34.75
2012,Wisconsin,44.08,33.05
2012,Wisconsin,35.6,47.76
2011,Wisconsin,33.09,13.12
2011,Wisconsin,22.14,30.02
2012,Wisconsin,35.68,42.35
2011,Wisconsin,29.57,24.67
2011,Wisconsin,31.23,33.65
2011,Wisconsin,30.58,46.9
2011,Wisconsin,20.58,36.89
2012,Wisconsin,21.57,48.0
2011,Wisconsin,23.38,42.89
2012,Wisconsin,33.06,17.27
2012,Wisconsin,28.23,11.09
2012,Wisconsin,39.24,17.96
2011,Wisconsin,28.67,36.43
2011,Wisconsin,42.46,36.36
2012,Wisconsin,20.17,13.87
2011,Wisconsin,32.23,34.36
2011,Wisconsin,32.89,37.46
2012,Wisconsin,24.42,37.07
2012,Wisconsin,31.0,46.45
2012,Wisconsin,25.07,40.66
2011,Wisconsin,27.27,25.84
2012,Wisconsin,20.09,26.39
2011,Wisconsin,21.72,12.0
2012,Wisconsin,24.51,49.02
2011,Wisconsin,20.95,16.9
2011,Wisconsin,44.77,43.32
2011,Wisconsin,27.35,14.67
2011,Wisconsin,30.94,31.68
2011,Wisconsin,34.38,32.41
2011,Wisconsin,28.52,29.8
2012,Wisconsin,30.19,15.49
2011,Wisconsin,33.93,16.17
2012,Wisconsin,27.76,16.69
2011,Wisconsin,37.23,35.95
2011,Wisconsin,34.99,25.49
2012,Wisconsin,32.53,32.83
2011,Wisconsin,40.53,42.98
2011,Wisconsin,30.51,45.74
2011,Wisconsin,43.43,44.12
2012,Wisconsin,36.89,28.02
2012,Wisconsin,35.92,28.84
2011,Wisconsin,23.01,43.53
2011,Wisconsin,36.69,23.01
2012,Wisconsin,22.79,34.49
2011,Wisconsin,24.26,47.68
2012,Wisconsin,38.28,11.28
2012,Wisconsin,40.3,32.68
2012,Wisconsin,28.48,19.0
2011,Wisconsin,44.93,34.77
2011,Wisconsin,26.6,10.26
2012,Wisconsin,23.51,24.04
2011,Wisconsin,26.37,47.3
2011,Wisconsin,31.62,39.66
2011,Wisconsin,21.27,19.96
2012,Wisconsin,31.9,33.43
2012,Wisconsin,35.2,46.73
2012,Wisconsin,30.52,17.71
2011,Wisconsin,43.48,47.85
2012,Wisconsin,31.83,30.58
2011,Wisconsin,24.59,12.21
2012,Wisconsin,28.96,17.32
2012,Wisconsin,37.23,11.72
2012,Wisconsin,23.82,10.78
2011,Wisconsin,41.01,21.47
2011,Wisconsin,34.28,31.65
2012,Wisconsin,24.74,22.5
2012,Wisconsin,39.91,12.82
2012,Wisconsin,30.7,21.2
2011,Wisconsin,23.56,12.94
2012,Wisconsin,40.17,16.02
2011,Wisconsin,33.75,17.86
2011,Wisconsin,26.04,13.53
2012,Wisconsin,36.8,33.94
2012,Wisconsin,21.54,40.42
2011,Wisconsin,22.74,41.92
2011,Wisconsin,38.82,13.35
2011,Wisconsin,20.53,46.74
2012,Wisconsin,35.2,21.84
2012,Wisconsin,28.83,33.19
2011,Wisconsin,29.43,38.9
2011,Wisconsin,28.87,23.51
2011,Wisconsin,32.3,27.01
2011,Wisconsin,37.99,38.16
2011,Wisconsin,35.11,37.43
2011,Wisconsin,22.12,22.27
2011,Wisconsin,37.75,10.52
2012,Wisconsin,22.3,45.01
2012,Wisconsin,27.23,39.0
2012,Wisconsin,30.91,42.28
2012,Wisconsin,26.97,49.76
2012,Wisconsin,40.76,35.9
2012,Wisconsin,23.07,10.76
2012,Wisconsin,28.79,17.28
2012,Wisconsin,44.75,41.94
2011,Wisconsin,42.86,34.92
2011,Wisconsin,40.72,46.44
2011,Wisconsin,27.21,22.43
2011,Wisconsin,31.91,43.9
2012,Wisconsin,42.19,28.14
2012,Wisconsin,36.47,11.66
2011,Wisconsin,40.48,20.48
2012,Wisconsin,30.73,33.11
2011,Wisconsin,32.19,43.24
2011,Wisconsin,40.43,25.94
2011,Wisconsin,40.78,24.57
2012,Wisconsin,37.0,34.07
2011,Wisconsin,37.02,32.75
2012,Wisconsin,31.88,20.16
2012,Wisconsin,36.55,14.42
2012,Wisconsin,36.62,12.51
2011,Wisconsin,22.45,22.83
2011,Wisconsin,43.29,33.83
2011,Wisconsin,41.13,30.45
2012,Wisconsin,26.88,37.63
2012,Wisconsin,33.14,14.73
2011,Wisconsin,36.66,21.84
2011,Wisconsin,34.93,48.2
2011,Wisconsin,40.29,42.08
2012,Wisconsin,25.27,25.6
2012,Wisconsin,22.93,48.47
2012,Wisconsin,37.92,33.89
2012,Wisconsin,32.12,40.06
2012,Wisconsin,41.73,29.54
2012,Wisconsin,44.5,28.71
2011,Wisconsin,29.91,23.53
2011,Wisconsin,20.39,20.6
2011,Wisconsin,35.4,44.69
2011,Wisconsin,21.01,34.98
2011,Wisconsin,36.27,17.0
2012,Wisconsin,42.07,36.44
2011,Wisconsin,24.85,19.71
2011,Wisconsin,23.93,26.74
2012,Wisconsin,40.79,25.7
2011,Wisconsin,33.99,36.5
2011,Wisconsin,41.13,13.02
2012,Wisconsin,39.17,25.2
2012,Wisconsin,31.42,20.22
2011,Wisconsin,37.62,17.74
2012,Wisconsin,33.13,12.86
2011,Wisconsin,37.7,30.03
2011,Wisconsin,24.08,47.72
2012,Wisconsin,28.17,19.0
2012,Wisconsin,23.89,27.09
2011,Wisconsin,37.52,47.44
2012,Wisconsin,41.06,32.45
2011,Wisconsin,44.81,12.61
2011,Wisconsin,25.07,16.34
2012,Wisconsin,32.77,13.66
2011,Wisconsin,39.33,23.55
2011,Wisconsin,25.3,35.61
2012,Wisconsin,43.45,28.61
2012,Wisconsin,23.78,33.84
2012,Wisconsin,26.62,32.54
2012,Wisconsin,38.32,47.5
2011,Wisconsin,41.11,39.8
2011,Wisconsin,41.81,41.99
2012,Wisconsin,43.78,37.38
2012,Wisconsin,30.6,40.42
2011,Wisconsin,21.37,30.04
2011,Wisconsin,38.66,29.0
2012,Wisconsin,26.54,12.32
2011,Wisconsin,24.72,10.72
2012,Wisconsin,28.06,48.01
2011,Wisconsin,31.0,47.44
2011,Wisconsin,27.77,39.74
2011,Wisconsin,23.25,25.81
2011,Wisconsin,27.93,44.25
2012,Wisconsin,37.68,18.78
2011,Wisconsin,44.1,49.3
2012,Wisconsin,34.86,37.5
2012,Wisconsin,22.65,18.33
2011,Wisconsin,33.51,39.17
2011,Wisconsin,43.94,45.93
2011,Wisconsin,40.64,15.43
2012,Wisconsin,38.69,14.43
2012,Wisconsin,27.8,36.88
2012,Wisconsin,27.46,18.12
2012,Wisconsin,22.32,17.49
2011,Wisconsin,42.88,35.58
2012,Wisconsin,23.62,46.85
2012,Wisconsin,30.37,44.53
2011,Wisconsin,22.22,17.64
2011,Wisconsin,24.79,47.27
2011,Wisconsin,34.83,20.03
2012,Wisconsin,40.84,48.88
2011,Wisconsin,36.9,13.3
2011,Wisconsin,22.19,19.63
2011,Wisconsin,32.05,18.43
2012,Wisconsin,22.69,40.0
2012,Wisconsin,21.56,10.97
2011,Wisconsin,42.21,13.85
2012,Wisconsin,31.79,38.61
2011,Wisconsin,23.52,19.12
2011,Wisconsin,30.57,34.33
2011,Wisconsin,38.25,19.48
2012,Wisconsin,23.05,31.13
2012,Wisconsin,42.89,28.15
2011,Wisconsin,31.85,15.37
2011,Wisconsin,38.95,21.72
2012,Wisconsin,44.5,40.98
2012,Wisconsin,40.64,16.23
2012,Wisconsin,37.79,26.87
2012,Wisconsin,31.69,26.18
2011,Wisconsin,36.14,47.94
2012,Wisconsin,22.76,18.56
2012,Wisconsin,34.08,13.85
2012,Wisconsin,33.01,42.91
2012,Wisconsin,35.17,22.11
2012,Wisconsin,21.04,45.78
2011,Wisconsin,39.0,34.15
2012,Wisconsin,20.14,40.25
2012,Wisconsin,44.26,36.81
2012,Wisconsin,29.44,13.15
2012,Wisconsin,26.66,28.63
2012,Wisconsin,44.04,42.2
2012,Wisconsin,41.07,25.67
2011,Wisconsin,23.61,17.97
2011,Wisconsin,40.98,34.06
2011,Wisconsin,31.06,43.51
2012,Wisconsin,23.95,41.18
2011,Wisconsin,25.76,20.63
2012,Wisconsin,40.0,36.95
2012,Wisconsin,29.96,34.33
2012,Wisconsin,34.58,36.49
2012,Wisconsin,33.64,49.2
2011,Wisconsin,40.05,36.77
2012,Wisconsin,39.48,17.85
2012,Wisconsin,26.1,10.84
2011,Wisconsin,25.56,19.38
2011,Wisconsin,29.38,16.2
2012,Wisconsin,31.53,32.38
2012,Wisconsin,40.56,16.37
2011,Wisconsin,29.04,49.59
2011,Wisconsin,38.55,30.57
2012,Wisconsin,20.64,17.5
2012,Wisconsin,21.23,25.78
2012,Wisconsin,30.29,40.67
2012,Wisconsin,27.6,17.45
2012,Wisconsin,23.44,28.56
2011,Wisconsin,34.5,24.19
2011,Wisconsin,23.56,23.23
2012,Wisconsin,38.19,18.31
2011,Wisconsin,26.93,34.1
2012,Wisconsin,40.38,42.04
2011,Wisconsin,43.24,26.26
2011,Wisconsin,25.6,38.21
2011,Wisconsin,40.74,31.11
2012,Wisconsin,23.81,14.75
2011,Wisconsin,33.3,45.05
2011,Wisconsin,34.69,25.1
2011,Wisconsin,33.86,22.66
2011,Wisconsin,43.22,37.31
2012,Wisconsin,41.68,32.56
2012,Wisconsin,25.04,28.84
2012,Wisconsin,37.52,18.9
2011,Wisconsin,34.63,19.04
2012,Wisconsin,22.23,28.3
2012,Wisconsin,38.96,36.0
2011,Wisconsin,23.22,10.61
2012,Wisconsin,26.43,26.01
2011,Wisconsin,20.65,18.24
2011,Wisconsin,40.51,41.13
2012,Wisconsin,29.55,28.23
2011,Wisconsin,42.49,36.56
2012,Wisconsin,42.27,26.01
2012,Wisconsin,38.48,29.97
2011,Wisconsin,32.44,17.47
2012,Wisconsin,44.14,27.02
2011,Wisconsin,40.33,30.96
2012,Wisconsin,30.42,17.79
2011,Wisconsin,32.34,24.85
2012,Wisconsin,22.62,42.88
2011,Wisconsin,42.7,35.43
2011,Wisconsin,26.5,34.51
2012,Wisconsin,23.17,15.7
2011,Wisconsin,34.53,35.53
2012,Wisconsin,29.77,30.95
2012,Wisconsin,26.51,21.22
2012,Wisconsin,35.09,47.45
2012,Wisconsin,39.53,12.5
2011,Wisconsin,40.2,45.61
2012,Wisconsin,26.54,36.5
2012,Wisconsin,27.73,14.96
2011,Wisconsin,39.97,17.23
2011,Wisconsin,23.24,43.74
2011,Wisconsin,32.66,31.3
2011,Wisconsin,21.06,12.35
2012,Wisconsin,21.9,31.78
2011,Wisconsin,38.92,25.17
2011,Wisconsin,43.88,15.75
2012,Wisconsin,31.4,14.81
2012,Wisconsin,25.02,28.04
2012,Wisconsin,23.86,31.49
2012,Wisconsin,23.0,42.56
2012,Wisconsin,32.25,35.62
2011,Wisconsin,36.59,40.94
2011,Wisconsin,33.37,24.11
2012,Wisconsin,24.56,48.19
2012,Wisconsin,34.25,24.62
2012,Wisconsin,39.48,35.39
2011,Wisconsin,25.34,16.41
2011,Wisconsin,35.14,48.36
2012,Wisconsin,43.42,45.97
2012,Wisconsin,44.17,46.78
2012,Wisconsin,31.74,34.08
2011,Wisconsin,41.28,35.88
2011,Wisconsin,33.7,25.78
2012,Wisconsin,30.06,34.59
2012,Wisconsin,40.86,25.8
2011,Wisconsin,40.91,40.36
2011,Wisconsin,35.28,43.76
2011,Wisconsin,32.76,12.71
2012,Wisconsin,37.08,29.95
2011,Wisconsin,32.8,15.23
2012,Wisconsin,31.81,13.19
2011,Wisconsin,26.06,11.98
2011,Wisconsin,20.8,21.25
2011,Wisconsin,34.05,48.93
2011,Wisconsin,31.4,47.8
2011,Wisconsin,38.3,20.86
2012,Wisconsin,30.71,38.4
2011,Wisconsin,23.55,28.23
2012,Wisconsin,22.61,16.43
2011,Wisconsin,43.8,47.82
2011,Wisconsin,28.71,31.79
2012,Wisconsin,33.03,17.11
2011,Wisconsin,28.49,34.24
2012,Wisconsin,41.8,35.55
2011,Wisconsin,28.6,11.25
2012,Wisconsin,25.99,19.99
2011,Wisconsin,40.84,16.18
2012,Wisconsin,32.77,41.46
2012,Wisconsin,31.53,49.49
2011,Wisconsin,29.24,29.98
2011,Wisconsin,38.29,42.98
2012,Wisconsin,35.87,49.36
2012,Wisconsin,27.75,11.08
2012,Wisconsin,21.77,23.07
2011,Wisconsin,33.68,42.21
2012,Wisconsin,35.11,32.44
2012,Wisconsin,38.75,46.99
2012,Wisconsin,22.06,13.74
2011,Wisconsin,24.93,17.82
2012,Wisconsin,21.54,41.96
2012,Wisconsin,38.94,35.42
2012,Wisconsin,40.73,42.0
2012,Wisconsin,32.73,20.47
2011,Wisconsin,21.06,21.28
2012,Wisconsin,39.65,39.78
2011,Wisconsin,40.79,23.13
2012,Wisconsin,30.89,46.28
2012,Wisconsin,20.43,25.22
2011,Wisconsin,44.0,34.82
2011,Wisconsin,38.47,49.47
2011,Wisconsin,41.43,32.44
2011,Wisconsin,40.29,37.43
2012,Wisconsin,41.82,22.16
2012,Wisconsin,43.13,37.37
2011,Wisconsin,22.86,27.16
2011,Wisconsin,27.35,41.92
2011,Wisconsin,30.63,36.49
2011,Wisconsin,21.9,16.16
2011,Wisconsin,23.79,22.92
2012,Wisconsin,29.62,43.89
2011,Wisconsin,27.42,43.88
2012,Wisconsin,35.29,17.26
2011,Wisconsin,25.46,11.89
2012,Wisconsin,42.61,48.93
2012,Wisconsin,41.89,14.32
2011,Wisconsin,44.79,43.73
2012,Wisconsin,33.69,22.21
2011,Wisconsin,29.16,27.07
2011,Wisconsin,44.39,49.83
2011,Wisconsin,29.89,38.26
2011,Wisconsin,30.81,30.83
2011,Wisconsin,43.51,27.2
2011,Wisconsin,23.41,35.1
2011,Wisconsin,43.16,44.2
2011,Wisconsin,39.76,30.18
2012,Wisconsin,24.75,24.63
2011,Wisconsin,27.19,11.52
2011,Wisconsin,42.53,17.3
2012,Wisconsin,20.63,18.94
2011,Wisconsin,31.54,15.31
2011,Wisconsin,38.84,47.63
2012,Wisconsin,27.76,20.34
2012,Wisconsin,24.67,46.13
2012,Wisconsin,40.16,15.32
2011,Wisconsin,31.32,29.25
2012,Wisconsin,26.34,42.96
2012,Wisconsin,30.96,12.76
2011,Wisconsin,38.94,27.24
2012,Wisconsin,20.54,14.19
2011,Wisconsin,22.94,32.25
2011,Wisconsin,40.23,20.87
2011,Wisconsin,42.68,38.98
2011,Wisconsin,43.33,25.83
2011,Wisconsin,44.29,45.11
2012,Wisconsin,43.67,26.94
2011,Wisconsin,41.06,41.58
2011,Wisconsin,38.47,42.49
2011,Wisconsin,37.26,16.43
2012,Wisconsin,22.16,22.72
2012,Wisconsin,37.59,46.82
2011,Wisconsin,26.81,31.85
